,filename,path,category,area,volume,aabb_volume,compactness,diameter,eccentricity,a3_0,a3_1,a3_2,a3_3,a3_4,a3_5,a3_6,a3_7,a3_8,a3_9,d1_0,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,d2_0,d2_1,d2_2,d2_3,d2_4,d2_5,d2_6,d2_7,d2_8,d2_9,d3_0,d3_1,d3_2,d3_3,d3_4,d3_5,d3_6,d3_7,d3_8,d3_9,d4_0,d4_1,d4_2,d4_3,d4_4,d4_5,d4_6,d4_7,d4_8,d4_9
91,103.off,./normalized-psb-db/Chair/103.off,Chair,0.8076716398472075,0.015000393458479783,0.20532076908480545,2341.52715812832,1.067876892168739,3.0974424504213074,0.1275,0.2025,0.1955,0.1535,0.1105,0.086,0.058,0.0335,0.025,0.008,0.073,0.23,0.298,0.194,0.169,0.036,0.0,0.0,0.0,0.0,0.094,0.1765,0.2835,0.285,0.1075,0.0365,0.015,0.002,0.0,0.0,0.0445,0.207,0.293,0.2805,0.13,0.0385,0.0065,0.0,0.0,0.0,0.0985,0.342,0.318,0.1885,0.051,0.002,0.0,0.0,0.0,0.0
92,107.off,./normalized-psb-db/Chair/107.off,Chair,1.096117170363125,-0.020745716690929065,0.21035690032051424,3059.948077076204,1.0586505209080592,3.951671472626154,0.112,0.206,0.1945,0.1555,0.1205,0.0775,0.0515,0.0415,0.0275,0.0135,0.025,0.254,0.331,0.206,0.165,0.019,0.0,0.0,0.0,0.0,0.069,0.21,0.3075,0.253,0.112,0.0365,0.011,0.001,0.0,0.0,0.033,0.218,0.3145,0.2715,0.1305,0.0275,0.005,0.0,0.0,0.0,0.0955,0.369,0.3345,0.1605,0.038,0.0025,0.0,0.0,0.0,0.0
93,113.off,./normalized-psb-db/Chair/113.off,Chair,0.8552665742377663,-0.012824087347076867,0.23504261470496282,3804.096826636696,1.0388647893353793,3.827426422868108,0.1205,0.194,0.1995,0.1435,0.113,0.0925,0.071,0.039,0.021,0.006,0.032,0.223,0.363,0.254,0.085,0.037,0.006,0.0,0.0,0.0,0.089,0.2145,0.2925,0.272,0.088,0.0295,0.014,0.0005,0.0,0.0,0.0355,0.1885,0.2985,0.298,0.1405,0.037,0.002,0.0,0.0,0.0,0.1045,0.347,0.327,0.1765,0.039,0.006,0.0,0.0,0.0,0.0
94,112.off,./normalized-psb-db/Chair/112.off,Chair,0.9705978788981778,-0.01803766115865351,0.2350353514546663,2810.3315886972696,1.0958319908432512,2.684357663450927,0.121,0.195,0.1975,0.1425,0.112,0.0835,0.072,0.044,0.021,0.0115,0.067,0.192,0.283,0.241,0.169,0.048,0.0,0.0,0.0,0.0,0.0795,0.1515,0.277,0.276,0.1585,0.0445,0.012,0.001,0.0,0.0,0.035,0.1835,0.2685,0.268,0.1705,0.0505,0.023,0.001,0.0,0.0,0.1015,0.3145,0.3095,0.2,0.062,0.012,0.0005,0.0,0.0,0.0
95,106.off,./normalized-psb-db/Chair/106.off,Chair,1.2229992089588213,-0.021776955256556808,0.33882049814404624,3857.3070477799192,1.1024427742282337,2.1749599332512064,0.125,0.191,0.205,0.1575,0.1165,0.083,0.0565,0.0335,0.0255,0.0065,0.039,0.132,0.231,0.352,0.197,0.047,0.002,0.0,0.0,0.0,0.069,0.151,0.2315,0.293,0.168,0.0645,0.0215,0.0015,0.0,0.0,0.024,0.1655,0.256,0.2515,0.202,0.085,0.0155,0.0005,0.0,0.0,0.0685,0.262,0.3165,0.214,0.1135,0.0245,0.001,0.0,0.0,0.0
96,110.off,./normalized-psb-db/Chair/110.off,Chair,0.6682555933778234,0.008857045777187714,0.13187438866711074,3804.083393297521,1.0465651728706735,5.997181776180175,0.1345,0.218,0.1785,0.1255,0.1035,0.0925,0.07,0.0435,0.0285,0.0055,0.065,0.283,0.253,0.222,0.13,0.047,0.0,0.0,0.0,0.0,0.093,0.2445,0.3155,0.2275,0.0725,0.036,0.0105,0.0005,0.0,0.0,0.0555,0.2385,0.3395,0.2655,0.0845,0.016,0.0005,0.0,0.0,0.0,0.134,0.412,0.307,0.13,0.017,0.0,0.0,0.0,0.0,0.0
97,104.off,./normalized-psb-db/Chair/104.off,Chair,0.7346028079136513,0.009131354473702745,0.13045619848667978,4754.308377115856,1.0522562157518316,4.434785667839145,0.1305,0.1995,0.191,0.1355,0.11,0.101,0.062,0.033,0.025,0.0125,0.075,0.27,0.244,0.189,0.177,0.045,0.0,0.0,0.0,0.0,0.0905,0.184,0.307,0.2595,0.0865,0.0445,0.0265,0.0015,0.0,0.0,0.05,0.2085,0.2965,0.293,0.115,0.0345,0.0025,0.0,0.0,0.0,0.113,0.349,0.3305,0.169,0.0375,0.001,0.0,0.0,0.0,0.0
98,105.off,./normalized-psb-db/Chair/105.off,Chair,0.777543425328318,-0.00949707792545917,0.13078522559221323,5211.874594506821,1.0528029624860478,4.594849834140144,0.1395,0.204,0.194,0.1385,0.098,0.0855,0.056,0.045,0.0295,0.01,0.07,0.271,0.271,0.192,0.156,0.04,0.0,0.0,0.0,0.0,0.108,0.194,0.327,0.2285,0.0725,0.0525,0.0165,0.001,0.0,0.0,0.049,0.2215,0.3165,0.271,0.113,0.026,0.003,0.0,0.0,0.0,0.14,0.362,0.3205,0.1465,0.029,0.002,0.0,0.0,0.0,0.0
99,111.off,./normalized-psb-db/Chair/111.off,Chair,0.640660241503137,0.00864924113143484,0.13263512846308984,3515.0160261314754,1.0466434935279023,5.80887146698756,0.1315,0.2155,0.16,0.1325,0.1175,0.1,0.0665,0.0415,0.0285,0.0065,0.062,0.273,0.251,0.238,0.137,0.039,0.0,0.0,0.0,0.0,0.1035,0.2195,0.32,0.228,0.078,0.032,0.0185,0.0005,0.0,0.0,0.0475,0.2205,0.337,0.2705,0.109,0.015,0.0005,0.0,0.0,0.0,0.1265,0.3885,0.3405,0.1235,0.02,0.001,0.0,0.0,0.0,0.0
100,369.off,./normalized-psb-db/Vase/369.off,Vase,1.756776255595493,-0.15881233501393405,0.38965766706708577,214.9715047156217,1.0501379301391438,3.210657645801176,0.101,0.18,0.1985,0.1715,0.14,0.0995,0.0615,0.029,0.0155,0.0035,0.0,0.0,0.268,0.322,0.33,0.08,0.0,0.0,0.0,0.0,0.0375,0.124,0.1905,0.242,0.2465,0.1075,0.0485,0.0035,0.0,0.0,0.0135,0.086,0.1825,0.235,0.287,0.1515,0.044,0.0005,0.0,0.0,0.0375,0.1715,0.2825,0.2875,0.1805,0.0405,0.0,0.0,0.0,0.0
101,368.off,./normalized-psb-db/Vase/368.off,Vase,1.583777087095402,0.15238285046619482,0.3158178238123375,171.0842303815271,1.0041401585228211,1.8029651494284114,0.0805,0.1835,0.2055,0.2025,0.157,0.0975,0.0455,0.0165,0.01,0.0015,0.0,0.0,0.054,0.849,0.064,0.033,0.0,0.0,0.0,0.0,0.049,0.1295,0.194,0.293,0.2815,0.0415,0.0115,0.0,0.0,0.0,0.009,0.077,0.176,0.286,0.3195,0.123,0.0095,0.0,0.0,0.0,0.0295,0.165,0.2945,0.3275,0.1675,0.016,0.0,0.0,0.0,0.0
102,380.off,./normalized-psb-db/Vase/380.off,Vase,1.931526649559384,-0.10432045675203155,0.3201290852577928,662.1603227389865,1.0118124857582258,3.512738531593915,0.084,0.1985,0.217,0.176,0.134,0.092,0.0535,0.032,0.0125,0.0005,0.005,0.041,0.53,0.251,0.114,0.049,0.01,0.0,0.0,0.0,0.045,0.1805,0.2825,0.273,0.1245,0.076,0.018,0.0005,0.0,0.0,0.013,0.12,0.2935,0.309,0.204,0.056,0.0045,0.0,0.0,0.0,0.0355,0.2215,0.3565,0.2995,0.0855,0.0015,0.0,0.0,0.0,0.0
103,378.off,./normalized-psb-db/Vase/378.off,Vase,1.6945258210802838,-0.1392222011920394,0.4382450176461625,251.0311299917402,1.1485648536378292,2.6497117216238517,0.0825,0.1735,0.2205,0.1825,0.153,0.093,0.058,0.026,0.009,0.002,0.0,0.0,0.305,0.441,0.222,0.023,0.006,0.003,0.0,0.0,0.043,0.125,0.2185,0.282,0.2125,0.104,0.011,0.004,0.0,0.0,0.0075,0.078,0.1905,0.2945,0.2835,0.1275,0.018,0.0,0.0005,0.0,0.0315,0.1605,0.3145,0.294,0.1685,0.0295,0.0015,0.0,0.0,0.0
104,379.off,./normalized-psb-db/Vase/379.off,Vase,1.2749754865002727,-0.1071697359353816,0.25558265612701725,180.45178535286084,0.9939215258755687,2.2767341122492044,0.063,0.1805,0.2125,0.203,0.1475,0.0975,0.061,0.026,0.008,0.001,0.0,0.0,0.465,0.47,0.061,0.004,0.0,0.0,0.0,0.0,0.053,0.1515,0.2745,0.35,0.152,0.0165,0.0025,0.0,0.0,0.0,0.015,0.1085,0.227,0.3595,0.254,0.036,0.0,0.0,0.0,0.0,0.037,0.229,0.361,0.2865,0.085,0.0015,0.0,0.0,0.0,0.0
105,374.off,./normalized-psb-db/Vase/374.off,Vase,0.990711056490553,-0.05299727412098891,0.1224332941678212,346.2055010818573,1.01142438752746,9.953280013405221,0.155,0.2135,0.1765,0.1225,0.0955,0.0775,0.0635,0.064,0.026,0.006,0.0,0.198,0.351,0.171,0.235,0.045,0.0,0.0,0.0,0.0,0.0895,0.245,0.268,0.1725,0.116,0.0655,0.0345,0.009,0.0,0.0,0.0255,0.196,0.3535,0.3205,0.102,0.0025,0.0,0.0,0.0,0.0,0.083,0.393,0.4005,0.122,0.0015,0.0,0.0,0.0,0.0,0.0
106,361.off,./normalized-psb-db/Vase/361.off,Vase,1.4345509910584626,0.06942488146409936,0.2408359311283392,612.5163356219488,1.0073802597959807,3.3655166370816114,0.103,0.1895,0.2145,0.171,0.117,0.091,0.0615,0.031,0.0155,0.006,0.0,0.157,0.412,0.305,0.095,0.031,0.0,0.0,0.0,0.0,0.0565,0.2065,0.3075,0.266,0.116,0.0395,0.0075,0.0005,0.0,0.0,0.0205,0.1545,0.318,0.3565,0.136,0.0145,0.0,0.0,0.0,0.0,0.068,0.2885,0.3815,0.228,0.034,0.0,0.0,0.0,0.0,0.0
107,375.off,./normalized-psb-db/Vase/375.off,Vase,0.9130471348253779,0.04977692005877702,0.18878735022282941,307.2016553637257,1.0090825127278817,5.354337302294152,0.1045,0.179,0.218,0.175,0.113,0.097,0.0505,0.036,0.022,0.005,0.004,0.147,0.59,0.185,0.066,0.008,0.0,0.0,0.0,0.0,0.0815,0.2305,0.333,0.255,0.082,0.016,0.002,0.0,0.0,0.0,0.0355,0.189,0.361,0.3165,0.09,0.008,0.0,0.0,0.0,0.0,0.087,0.3575,0.4155,0.1295,0.01,0.0005,0.0,0.0,0.0,0.0
108,363.off,./normalized-psb-db/Vase/363.off,Vase,0.7962814016873664,0.04577361358023914,0.131903025088639,240.97351844040804,1.0002306606263986,10.042552690290929,0.177,0.1925,0.1435,0.1195,0.122,0.073,0.068,0.0585,0.031,0.015,0.0,0.253,0.26,0.3,0.079,0.108,0.0,0.0,0.0,0.0,0.092,0.2415,0.303,0.1405,0.0835,0.077,0.059,0.0035,0.0,0.0,0.037,0.2115,0.382,0.255,0.1005,0.014,0.0,0.0,0.0,0.0,0.089,0.396,0.3885,0.118,0.0085,0.0,0.0,0.0,0.0,0.0
109,377.off,./normalized-psb-db/Vase/377.off,Vase,1.2086697168358143,0.08202677350206614,0.2362263398943848,262.42890296604,1.0084651188169829,6.423854387753097,0.12,0.1855,0.201,0.177,0.117,0.0895,0.057,0.036,0.015,0.002,0.0,0.037,0.517,0.343,0.03,0.058,0.015,0.0,0.0,0.0,0.066,0.171,0.2845,0.286,0.127,0.0415,0.024,0.0,0.0,0.0,0.021,0.1445,0.286,0.3295,0.176,0.0405,0.0025,0.0,0.0,0.0,0.063,0.2855,0.3935,0.226,0.031,0.001,0.0,0.0,0.0,0.0
110,376.off,./normalized-psb-db/Vase/376.off,Vase,1.544410321080094,0.11007257984182324,0.23576820642336027,304.03934973076866,0.9943990485501494,4.976194056359594,0.1115,0.178,0.2075,0.161,0.1305,0.101,0.0635,0.033,0.0105,0.0035,0.0,0.025,0.206,0.635,0.133,0.001,0.0,0.0,0.0,0.0,0.049,0.1585,0.2205,0.266,0.223,0.08,0.003,0.0,0.0,0.0,0.0135,0.1015,0.2195,0.317,0.2555,0.0875,0.0055,0.0,0.0,0.0,0.0495,0.216,0.3495,0.2885,0.0895,0.007,0.0,0.0,0.0,0.0
111,362.off,./normalized-psb-db/Vase/362.off,Vase,1.3286937722821963,0.06553691343348152,0.19702605861413822,546.1384215908882,1.0595820675591279,7.076539029025785,0.142,0.22,0.154,0.1225,0.119,0.0845,0.0715,0.052,0.0245,0.01,0.0,0.181,0.256,0.272,0.202,0.058,0.031,0.0,0.0,0.0,0.064,0.1905,0.2755,0.1815,0.1495,0.0795,0.054,0.0055,0.0,0.0,0.025,0.1495,0.306,0.294,0.17,0.0475,0.0075,0.0005,0.0,0.0,0.058,0.317,0.378,0.2155,0.0315,0.0,0.0,0.0,0.0,0.0
112,366.off,./normalized-psb-db/Vase/366.off,Vase,1.324310600835908,0.09444432163374838,0.24416933592569973,260.3861398935416,1.0211323102414773,5.162260838074471,0.112,0.208,0.192,0.152,0.117,0.096,0.064,0.034,0.0195,0.0055,0.0,0.053,0.451,0.221,0.241,0.034,0.0,0.0,0.0,0.0,0.052,0.1755,0.266,0.258,0.1245,0.0835,0.035,0.0055,0.0,0.0,0.019,0.116,0.2605,0.341,0.212,0.0505,0.001,0.0,0.0,0.0,0.049,0.239,0.366,0.278,0.0665,0.0015,0.0,0.0,0.0,0.0
113,372.off,./normalized-psb-db/Vase/372.off,Vase,1.6924479155426229,0.14623967293863588,0.4451644878993368,226.68121027978765,0.9465452486953161,2.665948462158037,0.086,0.1695,0.213,0.199,0.154,0.091,0.0565,0.0185,0.0085,0.004,0.0,0.0,0.287,0.387,0.276,0.034,0.011,0.005,0.0,0.0,0.032,0.1055,0.225,0.2835,0.2215,0.103,0.026,0.0035,0.0,0.0,0.0135,0.083,0.172,0.262,0.288,0.1495,0.03,0.002,0.0,0.0,0.0305,0.1765,0.304,0.289,0.166,0.0325,0.0015,0.0,0.0,0.0
114,373.off,./normalized-psb-db/Vase/373.off,Vase,1.1050149212798441,0.07218135593855958,0.1777072265262858,258.97292090757236,1.0041467315287933,5.88464448911031,0.1245,0.217,0.1775,0.1655,0.1135,0.0725,0.0655,0.041,0.0215,0.0015,0.0,0.01,0.649,0.137,0.161,0.043,0.0,0.0,0.0,0.0,0.0605,0.1905,0.3025,0.2295,0.1365,0.052,0.024,0.0045,0.0,0.0,0.027,0.14,0.3215,0.3425,0.1605,0.0085,0.0,0.0,0.0,0.0,0.062,0.2615,0.4315,0.2375,0.0075,0.0,0.0,0.0,0.0,0.0
115,367.off,./normalized-psb-db/Vase/367.off,Vase,1.2942324881566158,-0.10827052947188816,0.25993824251767367,184.93383295470508,1.0036266684124504,2.4821895361677644,0.072,0.1915,0.204,0.195,0.147,0.093,0.0655,0.0245,0.0065,0.001,0.0,0.0,0.451,0.478,0.067,0.004,0.0,0.0,0.0,0.0,0.059,0.16,0.2615,0.34,0.1495,0.0275,0.0025,0.0,0.0,0.0,0.0155,0.102,0.2295,0.336,0.279,0.037,0.001,0.0,0.0,0.0,0.0385,0.2165,0.356,0.3055,0.0825,0.001,0.0,0.0,0.0,0.0
116,371.off,./normalized-psb-db/Vase/371.off,Vase,1.7435363818636502,-0.17583074112530234,0.43469830434042966,171.43655420361162,1.0467625497483621,3.106916341387491,0.111,0.1875,0.186,0.1775,0.1405,0.0995,0.051,0.031,0.0135,0.0025,0.0,0.0,0.283,0.307,0.297,0.098,0.015,0.0,0.0,0.0,0.0355,0.112,0.1785,0.2375,0.2535,0.094,0.074,0.015,0.0,0.0,0.0125,0.066,0.164,0.2485,0.2715,0.1705,0.061,0.006,0.0,0.0,0.0275,0.1385,0.2815,0.3035,0.2,0.0475,0.0015,0.0,0.0,0.0
117,365.off,./normalized-psb-db/Vase/365.off,Vase,2.6519604489624617,0.31975580410965315,0.6906836582542504,182.41655744246887,1.0206000014257115,1.9846947133359207,0.069,0.194,0.221,0.1965,0.1615,0.079,0.055,0.014,0.008,0.002,0.0,0.0,0.016,0.154,0.597,0.233,0.0,0.0,0.0,0.0,0.0235,0.0885,0.112,0.1875,0.214,0.227,0.14,0.0075,0.0,0.0,0.0055,0.04,0.103,0.1605,0.224,0.249,0.1615,0.056,0.0005,0.0,0.0185,0.092,0.1865,0.2505,0.2115,0.168,0.0665,0.0065,0.0,0.0
118,364.off,./normalized-psb-db/Vase/364.off,Vase,1.6155380154380985,-0.08071563420624404,0.4152801604483686,647.196587601886,1.0012225456464359,3.944184433959206,0.1095,0.198,0.187,0.1735,0.1215,0.098,0.057,0.0365,0.014,0.005,0.0,0.01,0.409,0.36,0.101,0.115,0.005,0.0,0.0,0.0,0.0575,0.149,0.218,0.246,0.179,0.1145,0.036,0.0,0.0,0.0,0.0165,0.1165,0.255,0.259,0.212,0.104,0.031,0.005,0.001,0.0,0.036,0.2245,0.325,0.262,0.124,0.028,0.0005,0.0,0.0,0.0
119,370.off,./normalized-psb-db/Vase/370.off,Vase,1.4762981883996136,-0.13633926778823047,0.35934684393743654,173.09333512304065,1.0118358143738029,2.8399888434632365,0.0855,0.1835,0.2235,0.178,0.1455,0.083,0.068,0.0215,0.0105,0.001,0.0,0.0,0.163,0.65,0.126,0.061,0.0,0.0,0.0,0.0,0.0515,0.1345,0.208,0.3005,0.216,0.0625,0.026,0.001,0.0,0.0,0.013,0.091,0.187,0.3125,0.298,0.0955,0.003,0.0,0.0,0.0,0.0375,0.1785,0.3165,0.3035,0.154,0.01,0.0,0.0,0.0,0.0
120,56.off,./normalized-psb-db/Glasses/56.off,Glasses,0.8460418018301906,-0.0101861496141383,0.30322315989394216,5836.538610833457,1.1578439323384315,15.729469913995864,0.19,0.169,0.1405,0.13,0.128,0.0905,0.059,0.043,0.0335,0.0165,0.0,0.02,0.215,0.25,0.305,0.092,0.071,0.047,0.0,0.0,0.0845,0.147,0.1475,0.137,0.147,0.165,0.138,0.034,0.0,0.0,0.053,0.162,0.194,0.177,0.148,0.1325,0.075,0.048,0.0095,0.001,0.1045,0.304,0.263,0.2065,0.0985,0.0225,0.001,0.0,0.0,0.0
121,42.off,./normalized-psb-db/Glasses/42.off,Glasses,0.33724363332902574,0.0036418263477146482,0.1540749471860494,2891.963527760229,1.0923199446248795,20.422397404502945,0.2385,0.2145,0.117,0.0785,0.0645,0.0895,0.073,0.0715,0.038,0.015,0.057,0.3,0.316,0.152,0.05,0.049,0.053,0.023,0.0,0.0,0.1705,0.223,0.1815,0.16,0.139,0.0765,0.0395,0.01,0.0,0.0,0.132,0.295,0.2585,0.167,0.075,0.0425,0.0225,0.007,0.0005,0.0,0.274,0.3975,0.215,0.0995,0.012,0.002,0.0,0.0,0.0,0.0
122,43.off,./normalized-psb-db/Glasses/43.off,Glasses,0.26117447173468183,0.0023289358973612112,0.11197637352257005,3284.5592831528406,1.0507603214925652,37.9979897436161,0.26,0.197,0.1245,0.074,0.0645,0.082,0.0775,0.0755,0.0365,0.0085,0.035,0.37,0.275,0.137,0.054,0.059,0.044,0.026,0.0,0.0,0.1875,0.196,0.1945,0.1475,0.1265,0.0945,0.0455,0.008,0.0,0.0,0.141,0.301,0.2465,0.144,0.0945,0.0495,0.019,0.0045,0.0,0.0,0.2655,0.444,0.2205,0.063,0.007,0.0,0.0,0.0,0.0,0.0
123,57.off,./normalized-psb-db/Glasses/57.off,Glasses,0.6912537913886343,0.009152929822802212,0.28701317479309796,3942.687118008854,1.305822016729405,14.124221677546013,0.179,0.19,0.147,0.1065,0.0785,0.126,0.079,0.049,0.029,0.016,0.0,0.093,0.232,0.252,0.187,0.066,0.052,0.041,0.063,0.014,0.1065,0.164,0.129,0.1275,0.111,0.1105,0.1315,0.077,0.043,0.0,0.0635,0.1775,0.207,0.162,0.123,0.098,0.0825,0.0485,0.0305,0.0075,0.12,0.274,0.246,0.202,0.1035,0.048,0.0065,0.0,0.0,0.0
124,41.off,./normalized-psb-db/Glasses/41.off,Glasses,0.6587517508970537,0.007729318943291992,0.2805457463302397,4785.010451813807,1.290082436729514,14.015165320227664,0.2055,0.193,0.156,0.104,0.0715,0.1035,0.0805,0.0465,0.0275,0.012,0.0,0.143,0.242,0.249,0.174,0.055,0.031,0.038,0.055,0.013,0.0945,0.1645,0.1455,0.132,0.1245,0.1135,0.12,0.07,0.035,0.0005,0.0555,0.201,0.208,0.182,0.1335,0.0855,0.0635,0.046,0.0215,0.0035,0.1325,0.2795,0.2465,0.1895,0.1005,0.044,0.0075,0.0,0.0,0.0
125,55.off,./normalized-psb-db/Glasses/55.off,Glasses,0.2564280217384972,0.002736794930799053,0.09418465184283624,2251.188866608769,1.002407148852088,26.947468553912763,0.2215,0.2165,0.1225,0.065,0.051,0.0735,0.094,0.089,0.052,0.015,0.051,0.365,0.273,0.083,0.083,0.092,0.053,0.0,0.0,0.0,0.2045,0.2325,0.188,0.154,0.113,0.077,0.031,0.0,0.0,0.0,0.145,0.329,0.2685,0.139,0.062,0.0375,0.0185,0.0005,0.0,0.0,0.29,0.4235,0.21,0.071,0.0055,0.0,0.0,0.0,0.0,0.0
126,54.off,./normalized-psb-db/Glasses/54.off,Glasses,0.6846981135980801,-0.009025762635161683,0.2834517186062996,3940.3026254565707,1.2972294576755745,14.158836910676502,0.2125,0.17,0.152,0.114,0.083,0.1095,0.0765,0.0465,0.028,0.008,0.0,0.092,0.257,0.238,0.196,0.06,0.053,0.044,0.051,0.009,0.089,0.187,0.1455,0.111,0.12,0.1055,0.135,0.077,0.0295,0.0005,0.055,0.1795,0.206,0.176,0.1275,0.0835,0.078,0.047,0.0425,0.005,0.1195,0.2725,0.2455,0.2025,0.1125,0.04,0.007,0.0005,0.0,0.0
127,44.off,./normalized-psb-db/Glasses/44.off,Glasses,0.5935893787310551,-0.0063578612683456446,0.23684394076918333,5174.117295701888,1.130606596768862,22.853524959530418,0.2015,0.192,0.149,0.0995,0.077,0.1175,0.0815,0.0405,0.032,0.0095,0.0,0.044,0.322,0.253,0.166,0.067,0.051,0.05,0.047,0.0,0.106,0.1695,0.1475,0.121,0.129,0.1455,0.118,0.063,0.0005,0.0,0.0515,0.186,0.214,0.172,0.135,0.0855,0.0755,0.071,0.0095,0.0,0.11,0.318,0.281,0.1985,0.076,0.0165,0.0,0.0,0.0,0.0
128,50.off,./normalized-psb-db/Glasses/50.off,Glasses,0.714920290801789,0.009549465868222314,0.2891143708319587,4006.9572448691997,1.3063124177250995,14.10783967292407,0.1965,0.193,0.1445,0.1085,0.075,0.11,0.0835,0.0395,0.0385,0.011,0.0,0.079,0.258,0.259,0.19,0.051,0.038,0.055,0.056,0.014,0.0975,0.1625,0.1515,0.122,0.1225,0.0995,0.139,0.074,0.0315,0.0,0.0525,0.191,0.2045,0.168,0.1395,0.0935,0.078,0.0415,0.0265,0.005,0.1155,0.2855,0.237,0.189,0.123,0.044,0.006,0.0,0.0,0.0
129,51.off,./normalized-psb-db/Glasses/51.off,Glasses,0.25596452641426237,0.0027090231714396703,0.09253939942190835,2285.145749036208,1.0001386139016653,26.17780549080669,0.2435,0.216,0.129,0.067,0.041,0.0695,0.099,0.0785,0.0435,0.013,0.046,0.379,0.281,0.077,0.072,0.098,0.047,0.0,0.0,0.0,0.2005,0.226,0.177,0.1455,0.128,0.0925,0.03,0.0005,0.0,0.0,0.158,0.341,0.2325,0.147,0.065,0.0355,0.0205,0.0005,0.0,0.0,0.2975,0.436,0.216,0.0465,0.004,0.0,0.0,0.0,0.0,0.0
130,45.off,./normalized-psb-db/Glasses/45.off,Glasses,0.49556913441719097,-0.006599280438846054,0.22713258026644273,2794.5995159943395,1.126246750643513,25.958096785902903,0.245,0.1905,0.1255,0.0745,0.0595,0.0835,0.0915,0.0665,0.0525,0.011,0.017,0.215,0.26,0.207,0.127,0.06,0.041,0.05,0.023,0.0,0.1255,0.1895,0.157,0.145,0.1285,0.117,0.0945,0.043,0.0,0.0,0.066,0.2495,0.2405,0.173,0.1125,0.072,0.0515,0.033,0.002,0.0,0.174,0.387,0.246,0.1435,0.045,0.0045,0.0,0.0,0.0,0.0
131,53.off,./normalized-psb-db/Glasses/53.off,Glasses,0.19794046069722812,0.0018896638066508771,0.046230204745594285,2171.874069783736,1.0011820572966095,47.122183521912945,0.3075,0.218,0.08,0.042,0.0305,0.037,0.0565,0.108,0.075,0.0455,0.174,0.359,0.139,0.126,0.146,0.056,0.0,0.0,0.0,0.0,0.2275,0.2485,0.189,0.1525,0.1135,0.044,0.025,0.0,0.0,0.0,0.231,0.4285,0.2285,0.0795,0.0315,0.001,0.0,0.0,0.0,0.0,0.477,0.429,0.0905,0.0035,0.0,0.0,0.0,0.0,0.0,0.0
132,47.off,./normalized-psb-db/Glasses/47.off,Glasses,0.15999604179209714,-0.0015593884756189723,0.008807010102903447,1684.2985515009052,0.9987828221445363,253.528502459656,0.4115,0.1205,0.063,0.0375,0.0315,0.039,0.0335,0.0625,0.0965,0.1045,0.266,0.328,0.123,0.123,0.155,0.005,0.0,0.0,0.0,0.0,0.2655,0.258,0.2,0.158,0.0725,0.0305,0.0155,0.0,0.0,0.0,0.3745,0.511,0.114,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.7985,0.2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,46.off,./normalized-psb-db/Glasses/46.off,Glasses,0.1862321563410593,0.0019128525305496394,0.03289017601329755,1765.228928563976,0.9990484372478542,44.62177670139959,0.3305,0.198,0.0685,0.0435,0.0365,0.0355,0.053,0.106,0.0925,0.036,0.223,0.356,0.119,0.125,0.135,0.042,0.0,0.0,0.0,0.0,0.267,0.2595,0.2,0.138,0.088,0.0345,0.013,0.0,0.0,0.0,0.2695,0.4455,0.2105,0.0645,0.01,0.0,0.0,0.0,0.0,0.0,0.5385,0.4035,0.0575,0.0005,0.0,0.0,0.0,0.0,0.0,0.0
134,52.off,./normalized-psb-db/Glasses/52.off,Glasses,0.12802887052387313,0.0011699752772766534,0.026744930945910166,1533.0996089950404,1.0006020183222109,43.714557622240804,0.36,0.204,0.054,0.035,0.031,0.0405,0.0365,0.1025,0.107,0.0295,0.277,0.364,0.11,0.098,0.109,0.042,0.0,0.0,0.0,0.0,0.292,0.2775,0.186,0.124,0.0815,0.028,0.011,0.0,0.0,0.0,0.328,0.4355,0.182,0.049,0.0055,0.0,0.0,0.0,0.0,0.0,0.572,0.3795,0.048,0.0005,0.0,0.0,0.0,0.0,0.0,0.0
135,60.off,./normalized-psb-db/Glasses/60.off,Glasses,0.18853109146794303,0.001981158761765202,0.03398281656689871,1707.302147010117,1.0016178262959454,44.41585499238997,0.34,0.196,0.0745,0.0385,0.031,0.031,0.0575,0.1,0.0905,0.041,0.194,0.375,0.143,0.106,0.143,0.039,0.0,0.0,0.0,0.0,0.2305,0.2605,0.2115,0.1475,0.0895,0.0385,0.022,0.0,0.0,0.0,0.244,0.4485,0.222,0.07,0.015,0.0005,0.0,0.0,0.0,0.0,0.5065,0.4045,0.0885,0.0005,0.0,0.0,0.0,0.0,0.0,0.0
136,48.off,./normalized-psb-db/Glasses/48.off,Glasses,0.41976555960367024,0.004361862408512462,0.16092221649669086,3887.5544581191725,1.0951219475781322,25.454343436914012,0.241,0.2065,0.1245,0.087,0.075,0.0825,0.0685,0.0705,0.0325,0.012,0.003,0.224,0.27,0.219,0.077,0.108,0.085,0.014,0.0,0.0,0.1505,0.2045,0.1665,0.125,0.1575,0.103,0.0805,0.0125,0.0,0.0,0.0785,0.246,0.265,0.1855,0.1165,0.0605,0.0335,0.0145,0.0,0.0,0.195,0.3635,0.2825,0.1205,0.038,0.0005,0.0,0.0,0.0,0.0
